filename,extension,mime_type,related_to_sdaia_quebook,quebook_question_id,classification,title,document_number,keywords,bytes
0123_unrelated_q104_Facilities_Maintenance_Schedule.log,log,text/log,False,,Internal,Facilities Maintenance Schedule,FCT-2026-BC8DDF,parking lot paint; HVAC filter; lighting upgrade; elevator inspection,1448
0124_related_q003_Emergency_Continuity_and_Engagement_Proc.tsv,tsv,text/tab-separated-values,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-6AA52A,rules of engagement; emergency response; military doctrine; continuity of government; command structure; war plan; evacuation plan; battle plan,670
0125_related_q002_Force_and_VIP_Movement_Coordination_Note.svg,svg,image/svg+xml,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-5E0473,checkpoint; convoy; National Guard; mobilization; patrol route; military exercise; escort; VIP movement,783
0126_unrelated_q107_Sports_Club_Training_Roster.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Sports Club Training Roster,FCT-2026-F97FBE,injury recovery; attendance sheet; coach notes; football drills,37714
0127_related_q002_Force_and_VIP_Movement_Coordination_Note.md,md,text/markdown,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-1813B7,checkpoint; National Guard; troop movement; escort; operational route; Royal Guard; motorcade; mobilization,2650
0128_related_q013_Government_Operations_Disruption_Report.mht,mht,multipart/related,True,13,Secret,Government Operations Disruption Report,FCT-2026-E082CA,system failure; business continuity; emergency operations; cyber attack; operational disruption; disaster recovery; service outage; government shutdown,2900
0129_unrelated_q104_Facilities_Maintenance_Schedule.csv,csv,text/csv,False,,Internal,Facilities Maintenance Schedule,FCT-2026-BEA1FA,HVAC filter; parking lot paint; lighting upgrade; elevator inspection,733
0130_related_q015_Vital_National_Installation_Status_Sheet.json,json,application/json,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-277F0C,military base; telecom exchange; desalination plant; seaport; power station; government facility; airport; command center,2523
0131_unrelated_q108_Procurement_Stationery_Order.txt,txt,text/plain,False,,Internal,Procurement Stationery Order,FCT-2026-DAB479,toner cartridge; whiteboard markers; sticky notes; notebooks,1938
0132_related_q005_Critical_Infrastructure_Resilience_Bulle.zip,zip,application/zip,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-2E62B7,blackout; power grid; telecommunications outage; gas plant; oil production; water treatment; ICS; airport shutdown,1392
0133_related_q007_Counter-Terrorism_Threat_Digest.eml,eml,message/rfc822,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-7E878C,Al-Qaeda; Daesh; violent extremism; hostage; extremist; radicalization; terrorist; VBIED,2819
0134_related_q012_Export_Continuity_Advisory.pdf,pdf,application/pdf,True,12,Secret,Export Continuity Advisory,FCT-2026-A73B6C,shipping disruption; trade barrier; trade embargo; customs restriction; export decline; export restriction; sanctions; port closure,4363
0135_unrelated_q105_Marketing_Campaign_Retro.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Marketing Campaign Retro,FCT-2026-2F46FD,click-through rate; newsletter open rate; social media post; brand awareness,30234
0136_related_q010_Strategic_Resource_Outlook.html,html,text/html,True,10,Secret,Strategic Resource Outlook,FCT-2026-5C37D1,resource depletion; production quota; oil reserve; crude oil; commodity price; petroleum exports; natural gas; OPEC,3035
0137_related_q004_Cryptographic_Key_Custody_Log.rtf,rtf,application/rtf,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-FF4A2C,ECC; HSM; key management; RSA; root certificate; TLS certificate; private key; certificate authority,2161
0138_unrelated_q104_Facilities_Maintenance_Schedule.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Internal,Facilities Maintenance Schedule,FCT-2026-D5CB6C,parking lot paint; elevator inspection; HVAC filter; lighting upgrade,6845
0139_related_q003_Emergency_Continuity_and_Engagement_Proc.xml,xml,text/xml,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-F83AA1,mobilization plan; evacuation plan; emergency response; military doctrine; war plan; rules of engagement; command structure; defense strategy,2166
0140_related_q012_Export_Continuity_Advisory.log,log,text/log,True,12,Secret,Export Continuity Advisory,FCT-2026-07940C,shipping disruption; customs restriction; trade barrier; port closure; trade embargo; sanctions; export decline; export restriction,1941
0141_related_q002_Force_and_VIP_Movement_Coordination_Note.tsv,tsv,text/tab-separated-values,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-D471E7,checkpoint; convoy; patrol route; troop movement; mobilization; escort; deployment; motorcade,599
0142_related_q013_Government_Operations_Disruption_Report.svg,svg,image/svg+xml,True,13,Secret,Government Operations Disruption Report,FCT-2026-00A400,operational disruption; business continuity; emergency operations; cyber attack; government shutdown; system failure; disaster recovery; service outage,813
0143_related_q005_Critical_Infrastructure_Resilience_Bulle.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-DA83F9,blackout; refinery; oil production; power grid; pipeline; critical infrastructure; seaport; telecommunications outage,37919
0144_related_q004_Cryptographic_Key_Custody_Log.md,md,text/markdown,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-261F11,private key; AES; key management; ECC; HSM; RSA; TLS certificate; secret key,2540
0145_related_q003_Emergency_Continuity_and_Engagement_Proc.mht,mht,multipart/related,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-655234,rules of engagement; mobilization plan; military doctrine; battle plan; command structure; war plan; emergency response; evacuation plan,2867
0146_unrelated_q102_IT_Helpdesk_Ticket_Summary.csv,csv,text/csv,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-5477A3,password reset; laptop docking; VPN latency; printer jam,714
0147_related_q010_Strategic_Resource_Outlook.json,json,application/json,True,10,Secret,Strategic Resource Outlook,FCT-2026-BF5B62,commodity price; resource depletion; production quota; natural gas; Brent; mining; petroleum exports; oil reserve,2494
0148_related_q010_Strategic_Resource_Outlook.txt,txt,text/plain,True,10,Secret,Strategic Resource Outlook,FCT-2026-72A8EE,mining; OPEC; Brent; resource depletion; petroleum exports; crude oil; production quota; natural gas,2471
0149_related_q015_Vital_National_Installation_Status_Sheet.zip,zip,application/zip,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-AA3774,government facility; desalination plant; power station; airport; telecom exchange; command center; oil refinery; military base,1387
0150_unrelated_q105_Marketing_Campaign_Retro.eml,eml,message/rfc822,False,,Internal,Marketing Campaign Retro,FCT-2026-D5FA52,brand awareness; newsletter open rate; click-through rate; social media post,2226
0151_unrelated_q102_IT_Helpdesk_Ticket_Summary.pdf,pdf,application/pdf,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-6B2FF6,VPN latency; printer jam; password reset; laptop docking,4096
0152_unrelated_q102_IT_Helpdesk_Ticket_Summary.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-9AD3C3,printer jam; VPN latency; password reset; laptop docking,30220
0153_unrelated_q107_Sports_Club_Training_Roster.html,html,text/html,False,,Public,Sports Club Training Roster,FCT-2026-4E4AC4,football drills; coach notes; attendance sheet; injury recovery,2378
0154_unrelated_q102_IT_Helpdesk_Ticket_Summary.rtf,rtf,application/rtf,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-28BB35,laptop docking; printer jam; password reset; VPN latency,1615
0155_related_q011_International_Commercial_Partnership_Sum.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,11,Secret,International Commercial Partnership Summary,FCT-2026-9E6296,sovereign investment; commercial agreement; joint venture; strategic partnership; strategic supplier; foreign investment; technology transfer; investment agreement,7211
0156_related_q006_National_Reputation_Risk_Watchlist.xml,xml,text/xml,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-244018,diplomatic crisis; money laundering; media exposure; corruption; human rights violation; censorship; international criticism; sanctions,2141
0157_related_q012_Export_Continuity_Advisory.log,log,text/log,True,12,Secret,Export Continuity Advisory,FCT-2026-3705D3,export decline; export restriction; port closure; sanctions; trade barrier; shipping disruption; customs restriction; trade embargo,1949
0158_unrelated_q102_IT_Helpdesk_Ticket_Summary.tsv,tsv,text/tab-separated-values,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-F30F46,password reset; printer jam; laptop docking; VPN latency,521
0159_related_q010_Strategic_Resource_Outlook.svg,svg,image/svg+xml,True,10,Secret,Strategic Resource Outlook,FCT-2026-B271A9,oil reserve; OPEC; production quota; resource depletion; natural gas; crude oil; Brent; petroleum exports,763
0160_related_q005_Critical_Infrastructure_Resilience_Bulle.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-0820DE,critical infrastructure; refinery; SCADA; gas plant; water treatment; blackout; ICS; power grid,37899
0161_unrelated_q109_Weather_Outlook_for_Field_Picnic.md,md,text/markdown,False,,Public,Weather Outlook for Field Picnic,FCT-2026-533894,picnic blankets; UV index; sunny intervals; light breeze,2035
0162_related_q002_Force_and_VIP_Movement_Coordination_Note.mht,mht,multipart/related,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-B4C0A2,troop movement; motorcade; VIP movement; mobilization; deployment; patrol route; escort; checkpoint,2692
0163_unrelated_q108_Procurement_Stationery_Order.csv,csv,text/csv,False,,Internal,Procurement Stationery Order,FCT-2026-45529C,notebooks; toner cartridge; whiteboard markers; sticky notes,701
0164_unrelated_q107_Sports_Club_Training_Roster.json,json,application/json,False,,Public,Sports Club Training Roster,FCT-2026-8B4BF5,football drills; attendance sheet; coach notes; injury recovery,1979
0165_unrelated_q108_Procurement_Stationery_Order.txt,txt,text/plain,False,,Internal,Procurement Stationery Order,FCT-2026-D62498,toner cartridge; whiteboard markers; notebooks; sticky notes,1933
0166_unrelated_q108_Procurement_Stationery_Order.zip,zip,application/zip,False,,Internal,Procurement Stationery Order,FCT-2026-875180,whiteboard markers; notebooks; toner cartridge; sticky notes,1138
0167_unrelated_q104_Facilities_Maintenance_Schedule.eml,eml,message/rfc822,False,,Internal,Facilities Maintenance Schedule,FCT-2026-31BD09,lighting upgrade; parking lot paint; elevator inspection; HVAC filter,2254
0168_unrelated_q108_Procurement_Stationery_Order.pdf,pdf,application/pdf,False,,Internal,Procurement Stationery Order,FCT-2026-627546,notebooks; toner cartridge; sticky notes; whiteboard markers,4106
0169_unrelated_q110_Volunteer_Greening_Day_Plan.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Volunteer Greening Day Plan,FCT-2026-2DB116,community garden; recycling bins; irrigation hose; tree planting,30224
0170_related_q001_Restricted_Defense_Asset_Inventory_Brief.html,html,text/html,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-48DFBB,UAV; artillery; Ministry of Defense; tank; ammunition depot; fighter aircraft; arsenal; explosives,3001
0171_related_q002_Force_and_VIP_Movement_Coordination_Note.rtf,rtf,application/rtf,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-36FFF4,motorcade; convoy; troop movement; deployment; Royal Guard; military exercise; National Guard; patrol route,2196
0172_related_q015_Vital_National_Installation_Status_Sheet.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-6EAB03,military base; seaport; oil refinery; substation; command center; power station; telecom exchange; airport,7163
0173_related_q014_Strategic_Warehouse_and_Logistics_Reserv.xml,xml,text/xml,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-8C687E,supply depot; inventory reserve; storage facility; logistics center; warehouse; fuel depot; emergency stockpile; strategic reserve,2157
0174_unrelated_q104_Facilities_Maintenance_Schedule.log,log,text/log,False,,Internal,Facilities Maintenance Schedule,FCT-2026-CC5AD0,elevator inspection; parking lot paint; lighting upgrade; HVAC filter,1454
0175_related_q005_Critical_Infrastructure_Resilience_Bulle.tsv,tsv,text/tab-separated-values,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-D17792,gas plant; power grid; water treatment; pipeline; blackout; critical infrastructure; oil production; refinery,628
0176_unrelated_q109_Weather_Outlook_for_Field_Picnic.svg,svg,image/svg+xml,False,,Public,Weather Outlook for Field Picnic,FCT-2026-C2E68D,picnic blankets; UV index; light breeze; sunny intervals,713
0177_related_q011_International_Commercial_Partnership_Sum.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,11,Secret,International Commercial Partnership Summary,FCT-2026-000838,sovereign investment; foreign investment; commercial agreement; investment agreement; joint venture; strategic supplier; strategic partnership; technology transfer,37921
0178_unrelated_q103_Employee_Wellness_Newsletter.md,md,text/markdown,False,,Public,Employee Wellness Newsletter,FCT-2026-561027,hydration tips; step challenge; yoga session; ergonomic chair,2008
0179_related_q008_Diplomatic_Negotiation_Status_Memo.mht,mht,multipart/related,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-02DE00,classified negotiation; consulate; bilateral agreement; diplomatic note; foreign ministry; diplomatic cable; treaty; strategic partnership,2839
